iter	Logloss
321	0.2643629425
322	0.2639905704
323	0.2637032398
324	0.2632317985
325	0.2630052156
326	0.2626736333
327	0.2623886074
328	0.2618980729
329	0.2615296415
330	0.2612900467
331	0.2609758888
332	0.2607993305
333	0.2604891756
334	0.2603121925
335	0.2600722249
336	0.25965105
337	0.2593834558
338	0.2589827864
339	0.2586231373
340	0.2581393475
341	0.2579301289
342	0.2575512014
343	0.2573174725
344	0.2570181308
345	0.2566694914
346	0.2562979769
347	0.2560423523
348	0.255770886
349	0.2554707664
350	0.2551280731
351	0.2548544675
352	0.2546684152
353	0.2544555058
354	0.2540402363
355	0.2537785767
356	0.2534886787
357	0.2531471625
358	0.253017885
359	0.2527540573
360	0.2525895314
361	0.2522648423
362	0.2518021959
363	0.2512719444
364	0.2509441554
365	0.2506624099
366	0.2504335207
367	0.2501910013
368	0.250020845
369	0.2498405394
370	0.2496225699
371	0.2492372775
372	0.24905136
373	0.2486701146
374	0.2484407555
375	0.248218134
376	0.2479759941
377	0.2477688571
378	0.2476137216
379	0.2473556501
380	0.2470722755
381	0.2467864729
382	0.2464827111
383	0.2461853186
384	0.2458579556
385	0.2455789576
386	0.2453626862
387	0.2451462767
388	0.2449062112
389	0.2447670429
390	0.2444280902
391	0.2440925952
392	0.2439038547
393	0.2436523919
394	0.2433222516
395	0.243015553
396	0.2427063694
397	0.2424101027
398	0.2420882131
399	0.2415909811
400	0.2414974975
401	0.2412228769
402	0.2409701954
403	0.2408123588
404	0.240667015
405	0.2403416519
406	0.2400983239
407	0.2398988776
408	0.2396649542
409	0.239528449
410	0.2391370723
411	0.2388837552
412	0.2387204409
413	0.2385357436
414	0.238168767
415	0.2380016184
416	0.2377148765
417	0.2375865937
418	0.2371384566
419	0.2368813015
420	0.2365796076
421	0.2364040423
422	0.2361565045
423	0.2359001072
424	0.2356185019
425	0.235299377
426	0.2349890378
427	0.2347717826
428	0.234571152
429	0.2342366068
430	0.2340237972
431	0.2338877042
432	0.2337334414
433	0.2335951651
434	0.2333469873
435	0.2330121358
436	0.2326355005
437	0.2323751442
438	0.2321654075
439	0.231807752
440	0.2313123611
441	0.2309477231
442	0.2307268569
443	0.2302587908
444	0.2299889114
445	0.2297238219
446	0.229564061
447	0.2292082092
448	0.2290290296
449	0.2289040764
450	0.2286815986
451	0.2284985461
452	0.2280234147
453	0.2276660647
454	0.2274337026
455	0.2272184731
456	0.2271255681
457	0.2267179765
458	0.2265072269
459	0.2263825671
460	0.2260223705
461	0.2258946808
462	0.2255808563
463	0.2252860197
464	0.2250167569
465	0.2248018596
466	0.2244276669
467	0.2242489086
468	0.2240295058
469	0.2238421402
470	0.2234961822
471	0.2233069779
472	0.2231800167
473	0.2230030933
474	0.2228772478
475	0.2225571999
476	0.2223030671
477	0.2220860512
478	0.2216654267
479	0.2214678911
480	0.221253848
481	0.2210601517
482	0.2209260474
483	0.2204343043
484	0.2202025573
485	0.2199086165
486	0.2196351454
487	0.2194174587
488	0.2192786173
489	0.2191077466
490	0.2189039887
491	0.2186726847
492	0.2184138375
493	0.2181588578
494	0.2178911406
495	0.2176397862
496	0.2175061092
497	0.2172810926
498	0.2171922217
499	0.2170379205
500	0.2168769043
501	0.2166914774
502	0.2164609346
503	0.2161753276
504	0.2158735996
505	0.2155836478
506	0.2154845838
507	0.2152827133
508	0.214883567
509	0.2146899145
510	0.2144757972
511	0.2141138229
512	0.2139162544
513	0.2136171791
514	0.2134801543
515	0.2132541904
516	0.2130975561
517	0.212971428
518	0.2126953008
519	0.2125050159
520	0.2123108989
521	0.2119990724
522	0.2117170481
523	0.211426756
524	0.2112766724
525	0.2110813939
526	0.2108325685
527	0.2105071988
528	0.2103282588
529	0.2099541915
530	0.2097539178
531	0.2094867772
532	0.2092696053
533	0.2090817514
534	0.2086975122
535	0.2085518528
536	0.2082500001
537	0.2081030213
538	0.2078799056
539	0.2076883462
540	0.2073843617
541	0.2070605412
542	0.2068615094
543	0.2066978103
544	0.2064836499
545	0.2063265855
546	0.2061583755
547	0.2060113209
548	0.2060014928
549	0.2057338728
550	0.2055659418
551	0.2052137757
552	0.2049842588
553	0.2048248855
554	0.2046287484
555	0.2042868337
556	0.204027628
557	0.2038093743
558	0.2036195947
559	0.20342407
560	0.203203089
561	0.2030309729
562	0.202811648
563	0.2025702953
564	0.2023625805
565	0.2022679406
566	0.2020071831
567	0.2017574242
568	0.2015674919
569	0.2014056978
570	0.2012339085
571	0.2010624671
572	0.200714877
573	0.2005625553
574	0.2003779301
575	0.2002483072
576	0.2001708247
577	0.1999555266
578	0.1997890177
579	0.1995846583
580	0.1993502404
581	0.1992330078
582	0.1989788537
583	0.1988020438
584	0.1984484767
585	0.1982403862
586	0.1980117956
587	0.197774135
588	0.1975412442
589	0.1973475339
590	0.1972129319
591	0.1969674314
592	0.1967737271
593	0.1966880387
594	0.1965971026
595	0.1963278298
596	0.1962786816
597	0.1961293463
598	0.1958768744
599	0.1956996117
600	0.1953787275
601	0.1951635946
602	0.1949726621
603	0.1948849175
604	0.1947465111
605	0.1945889742
606	0.1944424496
607	0.1942613728
608	0.1940418327
609	0.1937095092
610	0.1936039029
611	0.1933567158
612	0.1932883337
613	0.1930896024
614	0.1928218112
615	0.1926305248
616	0.1922308174
617	0.1919700733
618	0.1917702627
619	0.1916092361
620	0.1914090147
621	0.1911720914
622	0.190904306
623	0.1907300245
624	0.1906501895
625	0.1904968705
626	0.1901972631
627	0.1901305724
628	0.1898705006
629	0.1896656177
630	0.1895658906
631	0.1893761653
632	0.189237615
633	0.1889934476
634	0.1888188818
635	0.1886485736
636	0.1883849182
637	0.1881827202
638	0.1880122994
639	0.1877781174
640	0.1876716477
641	0.1874114359
642	0.1873008728
643	0.1871161693
644	0.1869655062
645	0.1867662001
646	0.186520998
647	0.1864431226
648	0.1863111171
649	0.1860510876
650	0.1857927603
651	0.1855569122
652	0.1853952102
653	0.1851822362
654	0.1849763916
655	0.1847419086
656	0.1845603768
657	0.184374991
658	0.1842164866
659	0.183887511
660	0.1836990906
661	0.1835553348
662	0.183357973
663	0.183186415
664	0.1830008703
665	0.182822471
666	0.1826633461
667	0.182428135
668	0.1822182457
669	0.1820237869
670	0.1818744405
671	0.181579776
672	0.1813085599
673	0.1810502513
674	0.1808892148
675	0.180685523
676	0.1804878319
677	0.1802978124
678	0.1801446977
679	0.1800586445
680	0.1798173041
681	0.1796340103
682	0.1795479678
683	0.1793674629
684	0.179209157
685	0.1790422792
686	0.1788967862
687	0.1787780974
688	0.1786461383
689	0.1784649978
690	0.1783464688
691	0.1781281018
692	0.1778476996
693	0.177656302
694	0.1774642657
695	0.1771490185
696	0.1769060595
697	0.1767763066
698	0.1765404203
699	0.1763944246
700	0.1762236993
701	0.1759883731
702	0.175844625
703	0.1756821844
704	0.1754604813
705	0.1752660313
706	0.175119192
707	0.1748981636
708	0.1748312713
709	0.1746453854
710	0.1745163785
711	0.1744120404
712	0.1741511761
713	0.1738560214
714	0.1736078258
715	0.1734915174
716	0.1732787144
717	0.1730423395
718	0.1728159586
719	0.172487272
720	0.1722698463
721	0.1721550986
722	0.1720318664
723	0.1719387754
724	0.1716929433
725	0.17147866
726	0.1712478359
727	0.1710815215
728	0.1709251707
729	0.1706481419
730	0.1704797081
731	0.1703161483
732	0.170259305
733	0.1700576134
734	0.1698663705
735	0.1696488673
736	0.169420282
737	0.1692482808
738	0.1690593535
739	0.1689742654
740	0.1687632062
741	0.168550835
742	0.1684727017
743	0.1682798774
744	0.1681489001
745	0.1679857206
746	0.1679137736
747	0.1677587451
748	0.1675546752
749	0.1673893552
750	0.1671555991
751	0.1670411904
752	0.1668521994
753	0.1666830457
754	0.1665508937
755	0.1663797279
756	0.1662099784
757	0.1659521418
758	0.1657173476
759	0.1655573143
760	0.165312438
761	0.1652006977
762	0.1650067828
763	0.1648994037
764	0.1647438512
765	0.1645435606
766	0.1643505325
767	0.1642527145
768	0.1640086179
769	0.1638697211
770	0.1636662598
771	0.1635733437
772	0.163391446
773	0.1631458933
774	0.1629178347
775	0.1627458098
776	0.1625379519
777	0.1622907586
778	0.1621452155
779	0.1620161339
780	0.1618535567
781	0.1617204339
782	0.1616815339
783	0.1615571741
784	0.1613680839
785	0.1612303563
786	0.1610791092
787	0.1610143171
788	0.1608996721
789	0.1607037994
790	0.1605165998
791	0.1604304026
792	0.1602319826
793	0.1601616972
794	0.1600460343
795	0.1599830842
796	0.1598704737
797	0.1597231729
798	0.1596242216
799	0.1594876268
800	0.1593819618
801	0.1593114995
802	0.1591748021
803	0.1589836797
804	0.1589168482
805	0.1588466317
806	0.1586655041
807	0.158425097
808	0.1581879522
809	0.1580268475
810	0.1578848585
811	0.1577912987
812	0.1576178533
813	0.1574311729
814	0.1573402035
815	0.1571641568
816	0.1569364236
817	0.1568136208
818	0.1566328234
819	0.1564928619
820	0.1563475463
821	0.1562026928
822	0.1560649992
823	0.1558650626
824	0.1557045945
825	0.1555471816
826	0.1553908616
827	0.1552845172
828	0.1551469007
829	0.1550385512
830	0.1549112535
831	0.1546884613
832	0.1545406848
833	0.1544062567
834	0.1542604083
835	0.1541456488
836	0.1540279369
837	0.1538446533
838	0.1537142058
839	0.1536189463
840	0.1534900808
841	0.1534213692
842	0.1532190432
843	0.1530620738
844	0.1529532465
845	0.1528488004
846	0.1527012846
847	0.1525617415
848	0.1523735984
849	0.152123606
850	0.1519984147
851	0.1518268785
852	0.151688308
853	0.1515623787
854	0.1514290643
855	0.1513264764
856	0.1511827555
857	0.1510206632
858	0.1508867189
859	0.1507456857
860	0.1505082707
861	0.1503839061
862	0.1502521366
863	0.1500156703
864	0.1498759143
865	0.1497444014
866	0.1495474528
867	0.1494687709
868	0.14922456
869	0.1490194318
870	0.148875017
871	0.1487882735
872	0.1487222357
873	0.1485706548
874	0.1484142717
875	0.1482489213
876	0.1480659284
877	0.1479404108
878	0.1477764871
879	0.1476319587
880	0.1474862377
881	0.1473142923
882	0.1471614051
883	0.1470477988
884	0.1469007476
885	0.146776405
886	0.1466697999
887	0.1465019338
888	0.1463490825
889	0.1461304545
890	0.146017841
891	0.1458764751
892	0.1456614891
893	0.1454953777
894	0.1452934023
895	0.1451011421
896	0.1448915856
897	0.1447360712
898	0.1445152545
899	0.1444063934
900	0.1442313312
901	0.1440715127
902	0.1439458608
903	0.1438211111
904	0.1436272551
905	0.1435766676
906	0.1434629081
907	0.1433467533
908	0.1432300682
909	0.1430766441
910	0.1428911925
911	0.1427868042
912	0.1426845618
913	0.1425752409
914	0.1423617118
915	0.1422407611
916	0.1421192386
917	0.1420453315
918	0.1419187698
919	0.1416863649
920	0.1415634906
921	0.1414497532
922	0.1413631687
923	0.1412366142
924	0.1410102049
925	0.1408709896
926	0.1406479151
927	0.1405156631
928	0.1403200125
929	0.1402351491
930	0.1400374001
931	0.1399555268
932	0.1397604322
933	0.1396659481
934	0.139567478
935	0.139392381
936	0.1392910452
937	0.1391698027
938	0.1390548399
939	0.1389590208
940	0.1388898754
941	0.1387458117
942	0.1385375601
943	0.1384749473
944	0.1383063122
945	0.1380707385
946	0.1379434621
947	0.1377984999
948	0.1376520698
949	0.1375348462
950	0.1373271043
951	0.1371589591
952	0.1370674239
953	0.1369156277
954	0.1368298349
955	0.1366978269
956	0.1365559242
957	0.1364823233
958	0.1363914428
959	0.136277402
960	0.1361664639
961	0.1360495374
962	0.1358434199
963	0.1357316064
964	0.1356278428
965	0.1354836368
966	0.1353194847
967	0.1351642277
968	0.1350270421
969	0.1347689289
970	0.1346912824
971	0.1346162818
972	0.1344477764
973	0.1342602312
974	0.1341364324
975	0.1339805114
976	0.1338980646
977	0.1337040945
978	0.1335315459
979	0.1333994392
980	0.1332911617
981	0.1331570347
982	0.1330063217
983	0.1328485702
984	0.1327596478
985	0.1326604464
986	0.1325607817
987	0.1324381914
988	0.1323407833
989	0.1321940994
990	0.132013715
991	0.1318496136
992	0.1317180919
993	0.1315705542
994	0.1314806804
995	0.1313523874
996	0.1311633583
997	0.1310442736
998	0.1309549685
999	0.1308704685
